caseid,weight,F1,F2,F3,F4,F5,F6,Economic Mobility 1,Economic Mobility 2,Economic Mobility 3,Economic Mobility 4,Economic Mobility 5,Economic Mobility 6,Economic Mobility 7,Education 1,Education 2,Education 3,Education 4,Education 5,Education 6,Education 7,Education 8,Education 9,Healthcare 1,Healthcare 2,Healthcare 3,Healthcare 4,Healthcare 5,Healthcare 6,Healthcare 7,Healthcare 8,Energy 1,Energy 2,Energy 3,Energy 4,Energy 5,Fed Spending & Debt,Taxes 1,Taxes 2,Taxes 3,Taxes 4,Taxes 5,Taxes 6,Taxes 7,Grand Bargain or Current Direction?,pid3,What would you change to make you reconsider,birthyr,gender,race,hispanic,educ,marstat,employ,faminc_new,child18,inputzip,inputstate,ownhome,pid7,presvote20post,presvote24post,votereg,ideo5,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime
2257347416,0.9245493166,Not sure,It is somewhat confusing,Not sure,Not sure,Not sure,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Independent,,1969,Female,White,No,2-year,Divorced,Permanently disabled,"$10,000 - $19,999",No,35179,Alabama,Own,Lean Republican,Did not vote for President,Donald Trump,Yes,Conservative,Most of the time,Something else,A few times a year,Yes,Somewhat important,A few times a week,2025-05-19 21:34:40,2025-05-19 23:18:51
2260010430,0.9261973587,Yes,I don't think I would have any reservations. I would hope that security and privacy would be good.,Yes,Definitely yes,Not sure,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Grand Bargain,Independent,,1976,Female,White,No,High school graduate,Widowed,Part-time,"$50,000 - $59,999",No,35235,Alabama,Own,Independent,Donald Trump,Donald Trump,Yes,Moderate,Most of the time,Nothing in particular,Never,No,Not at all important,Never,2025-05-21 8:14:16,2025-05-21 8:19:27
2260420590,0.6924057164,Not sure,"they are too busy and don't really want to deal with more thinking about politics, or are dealing with it already by being in the military",Not sure,Probably yes,Not sure,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Independent,,1959,Female,White,No,4-year,Married,Retired,"$150,000 - $199,999",No,35749,Alabama,Own,Lean Republican,Donald Trump,Donald Trump,Yes,Moderate,Some of the time,Agnostic,Seldom,No,Not too important,Seldom,2025-05-21 11:23:17,2025-05-21 11:39:05
2261155192,1.008499409,Yes,It might become political,No,Definitely yes,Yes,Not sure,Good Idea,Dislike It,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Critical to Me & Others,Good Idea,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Independent,,1952,Male,Black,No,4-year,Never married,Permanently disabled,"$60,000 - $69,999",No,35235,Alabama,Own,Lean Democrat,Joe Biden,Kamala Harris,Yes,Moderate,Most of the time,Protestant,A few times a year,No,Very important,Several times a day,2025-05-21 17:36:56,2025-05-21 17:48:32
2261486758,1.074131229,Yes,I wouldn't share this app with people who have different political views and personal beliefs than mine in fear they would use it to support causes I do not agree with or believe in because I feel this app could make a difference in a good way if used for positive change.,No,Probably yes,Yes,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Good Idea,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Grand Bargain,Independent,,1996,Female,Black,No,High school graduate,Never married,Unemployed,"$30,000 - $39,999",No,36075,Alabama,Other,Independent,Did not vote for President,Did not vote for President,Yes,Moderate,Only now and then,Nothing in particular,Seldom,Yes,Somewhat important,Several times a day,2025-05-21 21:37:56,2025-05-21 21:52:59
2259038630,1.108490315,Not sure,I don't think they would be interested in it.,No,Not sure,Not sure,Not sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Grand Bargain,Democrat,,1986,Female,Black,No,2-year,Never married,Full-time,"$50,000 - $59,999",No,36609,Alabama,Rent,Strong Democrat,Joe Biden,Kamala Harris,Yes,Liberal,Some of the time,Protestant,Never,Yes,Very important,Several times a day,2025-05-20 20:22:24,2025-05-20 20:31:53
2259049582,2.596112059,Yes,To be mindful,Yes,Definitely yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Dislike It,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Democrat,,1984,Male,Black,No,No HS,Never married,Unemployed,"Less than $10,000",No,36521,Alabama,Own,Strong Democrat,Did not vote for President,Did not vote for President,Yes,Moderate,Hardly at all,Something else,More than once a week,Yes,Very important,A few times a week,2025-05-20 20:44:03,2025-05-20 20:57:50
2260925852,0.8412866726,No,It felt a bit complicated.,Yes,Definitely yes,Yes,No,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Democrat,,1995,Male,Black,No,High school graduate,Never married,Full-time,"$40,000 - $49,999",No,35022,Alabama,Rent,Strong Democrat,Did not vote for President,Kamala Harris,Yes,Very liberal,Some of the time,Something else,Never,No,Somewhat important,Several times a day,2025-05-21 15:12:54,2025-05-21 15:17:54
2261077914,1.005338944,No,They would not have any interest,No,Probably no,Yes,Yes,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Dislike It,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Dislike It,Dislike It,Good Idea,Good Idea,Critical to Me & Others,Good Idea,Not Sure,Not Sure,Good Idea,Good Idea,Not Sure,Not Sure,Critical to Me & Others,Dislike It,Dislike It,Dislike It,Dislike It,Good Idea,Dislike It,Grand Bargain,Democrat,,1968,Female,White,No,4-year,Married,Permanently disabled,"$20,000 - $29,999",No,35775,Alabama,Own,Strong Democrat,Joe Biden,Donald Trump,Yes,Liberal,Most of the time,Roman Catholic,A few times a year,No,Very important,A few times a week,2025-05-21 16:36:09,2025-05-21 16:50:00
2251548104,0.9091890666,Not sure,Not sure,Not sure,Not sure,Not sure,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Hate It,Hate It,Hate It,Hate It,Hate It,Not Sure,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Current Direction,Republican,,1951,Female,White,No,Some college,Married,Part-time,"$80,000 - $99,999",No,85715,Arizona,Own,Strong Republican,Donald Trump,Donald Trump,Yes,Very conservative,Most of the time,Protestant,A few times a year,Yes,Very important,Several times a day,2025-05-16 17:01:11,2025-05-16 17:07:32
2257347262,1.228313034,Yes,I would share it with those I know have reasonable thoughts. I wouldn’t promote it to friends or family that are uneducated on these policies.,Not sure,Probably no,Yes,Yes,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Critical to Me & Others,Critical to Me & Others,Hate It,Dislike It,Critical to Me & Others,Hate It,Not Sure,Not Sure,Not Sure,Critical to Me & Others,Critical to Me & Others,Hate It,Not Sure,Critical to Me & Others,Not Sure,Critical to Me & Others,Not Sure,Hate It,Hate It,Hate It,Not Sure,Not Sure,Hate It,Not Sure,Not Sure,Dislike It,Hate It,Not Sure,Hate It,Current Direction,Republican,"I support tariffs on exports, and much lower- if not eliminated- income tax. We should not be paying so much in taxes; we pay tax on the money we make, the money we spend and the money we have spent. I think we need to make improvements that would lead to lesser taxes. I also think fossil fuels are efficient, convenient and less damaging to the environment than many “reusable” energy sources.",1998,Female,White,No,High school graduate,Married,Homemaker,"$70,000 - $79,999",Yes,85050,Arizona,Rent,Strong Republican,Donald Trump,Donald Trump,Yes,Very conservative,Most of the time,Nothing in particular,Seldom,No,Somewhat important,A few times a week,2025-05-19 21:34:15,2025-05-19 22:34:39
2258982800,0.6823972631,Yes,none,Yes,Probably yes,Yes,Yes,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Republican,,1968,Male,White,No,High school graduate,Never married,Temporarily laid off,"$30,000 - $39,999",No,86301,Arizona,Rent,Strong Republican,Did not vote for President,Did not vote for President,No,Conservative,Most of the time,Nothing in particular,Never,No,Not at all important,Never,2025-05-20 19:34:35,2025-05-20 19:53:59
2259682682,0.7475969033,Yes,None,Yes,Probably yes,Yes,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Grand Bargain,Republican,,1950,Female,White,No,4-year,Domestic / civil partnership,Retired,"$120,000 - $149,999",No,86325,Arizona,Own,Strong Republican,Donald Trump,Donald Trump,Yes,Very conservative,Some of the time,Protestant,A few times a year,No,Not too important,A few times a week,2025-05-21 4:16:01,2025-05-21 4:30:49
2260928144,0.9131305766,Not sure,I don’t like to talk politics with people I do not know well.,No,Probably no,Not sure,No,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Grand Bargain,Republican,,1953,Male,White,No,Post-grad,Married,Retired,"$150,000 - $199,999",No,85254,Arizona,Own,Strong Republican,Donald Trump,Donald Trump,Yes,Very conservative,Most of the time,Roman Catholic,Seldom,No,Somewhat important,Several times a day,2025-05-21 15:17:20,2025-05-21 15:31:29
2260926922,0.9091890666,Yes,None,Yes,Probably yes,Yes,No,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Dislike It,Dislike It,Not Sure,Good Idea,Not Sure,Good Idea,Dislike It,Good Idea,Good Idea,Not Sure,Not Sure,Good Idea,Current Direction,Republican,Cut out waste fraud and abused programs.,1947,Female,White,No,2-year,Domestic / civil partnership,Retired,Prefer not to say,No,86404,Arizona,Own,Strong Republican,Donald Trump,Donald Trump,Yes,Very conservative,Most of the time,Protestant,Seldom,Yes,Somewhat important,A few times a week,2025-05-21 15:15:13,2025-05-21 15:40:07
2261482972,1.421954254,Not sure,I don't want them to e spammed by advertising messages.,Yes,Definitely yes,No,No,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Hate It,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Hate It,Hate It,Hate It,Critical to Me & Others,Not Sure,Hate It,Hate It,Critical to Me & Others,Not Sure,Hate It,Hate It,Good Idea,Current Direction,Republican,I think the country should move slowly to avoid runaway government growth and collections of power. So the above should be mostly good for the country.,1988,Male,Hispanic,Yes,Some college,Never married,Part-time,"$50,000 - $59,999",Yes,85390,Arizona,Own,Not very strong Republican,Donald Trump,Donald Trump,Yes,Conservative,Most of the time,Roman Catholic,Seldom,No,Not too important,Seldom,2025-05-21 21:33:36,2025-05-21 21:51:49
2261590348,1.408865623,Not sure,None,Yes,Probably yes,Yes,Not sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Critical to Me & Others,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Current Direction,Republican,No idea,1971,Male,White,No,2-year,Divorced,Part-time,Prefer not to say,No,85382,Arizona,Own,Strong Republican,Donald Trump,Donald Trump,Yes,Very conservative,Most of the time,Protestant,A few times a year,Yes,Somewhat important,A few times a week,2025-05-21 23:40:10,2025-05-21 23:47:31
2258287392,0.8554688783,Not sure,they may want the app,Yes,Probably yes,Yes,No,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Not Sure,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Grand Bargain,Republican,,1943,Male,White,No,2-year,Married,Retired,"$50,000 - $59,999",No,85284,Arizona,Own,Strong Republican,Donald Trump,Donald Trump,Yes,Conservative,Some of the time,Roman Catholic,Once a week,No,Very important,Once a day,2025-05-21 23:44:54,2025-05-22 0:01:36
2261621392,0.467534188,Yes,It's help others,Not sure,Probably yes,Not sure,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Hate It,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Not sure,,1985,Female,Other,No,2-year,Married,Other,Prefer not to say,Yes,85286,Arizona,Rent,Lean Democrat,Did not vote for President,Did not vote for President,No,Moderate,Some of the time,Hindu,Once or twice a month,No,Very important,Several times a day,2025-05-22 0:47:49,2025-05-22 1:05:18
